LotFrontage,LotArea,LotShape,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice
70,8750,0,6,1998,1998,116,2,95,3,1,6,505,299,804,4,1,804,878,1682,0,2,1,3,7,0,0,2,2,523,3,3,2,0,77,200500
74,8892,0,5,1953,1996,0,3,85,3,3,1,0,105,105,3,1,910,0,910,0,1,0,3,5,0,0,1,2,414,3,3,2,196,0,116000
60,12144,0,5,1949,1950,0,3,85,3,1,3,375,457,832,3,1,1036,0,1268,0,1,0,2,6,1,4,1,1,288,3,3,2,0,28,133000
52,5720,0,5,1941,1950,0,2,85,3,1,1,0,676,676,4,1,676,455,1131,0,1,1,2,5,0,0,1,1,200,3,3,2,26,0,66500
75,9000,0,8,2007,2007,0,3,95,3,3,6,64,1120,1184,4,1,1184,1426,2610,0,2,1,4,11,1,4,3,2,550,3,3,2,208,364,303477
94,25286,0,4,1963,1963,0,2,85,3,4,5,633,431,1064,3,1,1040,0,1040,1,1,0,2,5,0,0,1,2,648,3,3,2,0,0,132250
74,8834,0,9,2004,2005,216,3,105,3,1,6,1170,292,1462,4,1,1462,762,2224,1,2,1,4,10,1,4,3,3,738,3,3,2,184,0,350000
88,11782,1,5,1961,1995,0,2,85,3,3,5,899,210,1109,2,1,1155,0,1155,1,1,0,3,6,0,0,1,2,576,3,3,2,192,0,148000
0,7000,1,5,1978,2005,90,3,85,3,1,5,646,218,864,4,1,864,0,864,1,1,0,2,6,0,0,1,1,336,3,3,2,0,0,136500
60,7024,0,5,2005,2006,0,2,105,4,1,5,980,110,1090,3,1,1090,0,1090,1,1,1,2,5,0,0,3,2,450,3,3,2,0,49,157000
44,13758,1,7,1990,1991,117,3,95,3,2,2,902,254,1156,4,1,1187,530,1717,0,2,1,3,7,1,3,2,2,400,3,3,2,168,36,187500
0,9636,1,6,1992,1993,0,2,95,3,1,1,0,808,808,3,1,808,785,1593,0,2,1,2,7,1,3,2,2,389,3,3,2,342,40,178000
60,6204,0,4,1912,1950,0,3,85,2,1,1,0,795,795,2,0,954,795,2230,1,1,0,2,10,0,0,1,1,440,3,4,2,0,188,118500
65,7150,0,5,1967,1967,60,2,85,3,1,4,432,460,892,2,1,892,0,892,0,1,0,2,5,0,0,2,1,288,3,3,2,0,0,100000
50,5119,1,9,1999,2000,60,3,105,3,3,6,1238,460,1698,4,1,1709,0,1709,1,2,0,3,5,1,3,3,2,506,3,3,2,97,65,328900
70,8393,0,5,1959,2005,122,2,85,3,1,2,528,1098,1626,4,1,1712,0,1712,0,2,0,2,8,0,0,3,2,588,3,3,2,272,54,145000
59,16466,1,5,1955,1955,0,2,85,3,1,1,0,816,816,2,1,872,521,1393,0,1,1,2,8,0,0,1,1,300,3,3,2,121,0,135500
95,15865,1,8,1970,1970,0,3,85,4,4,5,351,1043,2217,4,1,2217,0,2217,1,2,0,3,8,1,3,1,2,621,3,3,2,81,207,268000
128,12160,0,6,1953,1953,90,2,85,3,1,4,1024,481,1505,4,1,1505,0,1505,1,1,0,2,6,1,3,2,2,505,3,3,2,0,0,149500
60,8064,0,5,1949,2006,0,2,85,3,2,1,0,672,672,4,1,672,252,924,0,1,0,2,6,1,1,1,2,576,3,3,2,0,0,122900
70,11184,0,6,1978,1978,92,2,85,3,1,2,226,192,918,3,1,918,765,1683,0,2,1,2,7,1,3,2,2,440,3,3,2,243,0,172500
70,8414,0,6,1963,2003,0,2,85,3,1,6,663,396,1059,2,1,1068,0,1068,0,1,0,2,6,0,0,2,1,264,3,3,2,192,0,154500
0,13284,0,5,1954,1954,0,2,95,3,2,4,1064,319,1383,2,1,1383,0,1383,1,1,0,2,6,1,4,1,1,354,3,3,2,511,116,165000
64,7018,0,5,1979,1979,0,2,0,0,0,0,0,0,0,2,1,1535,0,1535,0,2,0,2,8,0,0,1,2,400,3,3,2,0,0,118858
71,7056,0,6,1963,1963,415,2,85,3,1,4,400,380,780,2,1,983,813,1796,1,1,1,2,8,1,3,2,2,483,3,3,2,0,50,140000
50,8765,0,4,1936,1950,0,2,85,3,1,5,285,666,951,4,0,951,0,951,0,1,0,2,6,0,0,1,1,327,3,3,2,0,28,106500
64,7018,0,5,1979,1979,0,2,0,0,0,0,0,0,0,2,1,1120,1120,2240,0,2,0,2,12,0,0,1,2,528,3,3,2,154,0,142953
100,12919,1,9,2009,2010,760,4,105,3,4,6,2188,142,2330,4,1,2364,0,2364,1,2,1,4,11,2,4,3,3,820,3,3,2,0,67,611657
65,6993,0,5,1961,1994,0,2,85,3,1,4,465,447,912,2,1,1236,0,1236,0,1,0,2,6,1,3,1,1,288,3,3,2,0,0,135000
0,7340,1,4,1971,1971,0,2,85,3,1,5,322,536,858,2,1,858,0,858,0,1,0,2,4,0,0,1,1,684,3,3,2,0,0,110000
64,8712,1,5,1957,2000,0,2,85,3,2,4,860,132,992,2,1,1306,0,1306,1,1,0,2,5,0,0,1,1,756,3,3,2,0,0,153000
63,7875,0,7,2003,2003,0,3,95,3,1,1,0,783,783,4,1,807,702,1509,0,2,1,3,8,1,4,3,2,393,3,3,2,0,75,180000
50,14859,1,7,2006,2006,27,3,95,3,1,1,0,1670,1670,4,1,1670,0,1670,0,2,0,3,7,1,4,2,3,690,3,3,2,144,60,240000
0,6173,1,5,1967,1967,75,2,85,3,1,6,599,277,876,2,1,902,0,902,0,1,0,2,6,0,0,1,1,288,3,3,2,0,0,125500
80,9920,0,5,1954,1954,110,2,85,3,1,3,354,412,1056,2,1,1063,0,1063,1,1,0,2,6,0,0,2,1,280,3,3,2,0,0,128000
116,13501,1,8,2006,2006,208,3,95,3,1,6,63,1560,1623,4,1,1636,0,1636,1,2,0,3,8,1,4,2,3,865,3,3,2,0,60,255000
86,11500,1,7,1936,1987,0,3,95,3,1,3,223,794,1017,3,1,1020,1037,2057,0,1,1,3,6,1,4,3,1,180,2,3,2,0,0,250000
0,8885,1,5,1983,1983,0,2,95,3,3,4,301,239,864,2,1,902,0,902,1,1,0,2,5,0,0,1,2,484,3,3,2,164,0,131000
149,12589,2,6,2005,2005,0,3,95,3,1,1,0,742,742,4,1,742,742,1484,0,2,1,3,8,1,4,3,2,390,3,3,2,36,24,174000
80,11600,0,5,1960,1960,361,2,85,3,1,3,443,662,1105,2,1,1105,1169,2274,0,2,0,2,12,0,0,1,2,480,3,3,2,0,0,154300
0,9286,1,5,1977,1989,0,2,95,4,3,5,196,1072,1268,2,1,1268,0,1268,0,1,1,3,5,0,0,1,1,252,3,3,2,173,0,143500
51,6120,0,5,1925,1950,0,2,85,3,1,3,489,279,768,2,0,1015,0,1015,0,1,0,2,6,0,0,1,1,450,3,3,2,0,0,88000
82,6270,0,5,1949,1950,0,2,85,3,1,4,284,717,1001,2,0,1001,1001,2002,0,2,0,2,8,0,0,1,3,871,3,3,2,0,0,145000
30,3000,0,6,2009,2009,76,3,95,3,3,6,294,318,612,4,1,612,612,1224,0,2,1,3,4,0,0,2,2,528,3,3,2,0,234,173733
21,2001,0,4,1970,1970,80,2,85,3,1,1,0,546,546,1,1,546,546,1092,0,1,1,2,6,0,0,1,1,286,3,3,2,0,0,75000
50,9000,0,2,1949,1950,0,2,85,3,3,4,50,430,480,2,0,480,0,480,1,0,0,2,4,0,0,1,1,308,3,3,2,0,0,35311
0,17140,0,4,1956,1956,0,2,85,3,1,5,1059,75,1134,4,1,1229,0,1229,0,1,0,2,6,0,0,2,1,284,3,3,2,0,0,135000
103,13125,1,7,1991,1991,0,3,105,3,2,4,48,422,1104,4,1,912,1215,2127,1,2,1,3,8,1,3,2,3,833,3,3,2,72,192,238000
87,11029,1,6,1958,2002,0,4,95,3,1,5,528,245,1184,4,1,1414,0,1414,1,1,0,2,6,1,3,1,2,601,3,3,2,0,51,176500
70,8462,1,6,1994,1994,105,3,95,4,1,6,814,114,928,4,1,936,785,1721,0,2,1,3,7,0,0,2,2,471,3,3,2,300,87,201000
67,8777,0,5,1900,2003,0,2,85,3,1,5,1084,188,1272,3,1,1272,928,2200,2,2,2,2,9,0,0,0,0,0,0,0,0,0,70,145900
65,10237,0,6,2005,2006,0,3,95,3,1,6,28,1288,1316,4,1,1316,0,1316,0,2,0,3,6,1,4,3,2,397,3,3,2,100,0,169990
50,8012,0,6,1993,1994,0,3,95,3,1,2,165,598,1604,4,1,1617,0,1617,1,2,0,3,5,1,2,2,2,533,3,3,2,0,69,193000
79,10240,0,6,1980,1980,157,2,95,3,1,4,625,0,1686,2,1,1686,0,1686,1,2,0,2,7,1,3,1,2,612,3,3,2,384,131,207500
0,15611,1,5,1977,1977,0,2,95,3,3,5,767,266,1126,2,1,1126,0,1126,0,2,0,4,6,0,0,2,2,540,3,3,2,180,0,175000
93,11999,0,8,2003,2004,340,3,95,3,1,1,0,1181,1181,4,1,1234,1140,2374,0,2,1,4,10,1,4,3,3,656,3,3,2,104,100,285000
0,9900,0,7,1968,1968,342,2,85,3,1,4,552,280,832,3,1,1098,880,1978,0,2,1,2,9,1,4,2,2,486,3,3,2,0,43,176000
0,11838,0,8,2001,2001,0,3,95,3,3,1,0,1753,1753,4,1,1788,0,1788,0,2,0,4,7,1,3,2,2,522,3,3,2,202,151,236500
0,13006,1,7,1997,1997,285,2,95,3,1,1,0,964,964,3,1,993,1243,2236,0,2,1,3,8,1,3,3,2,642,3,3,2,0,0,222000
73,8925,1,8,2007,2007,0,3,95,3,3,6,16,1450,1466,4,1,1466,0,1466,0,2,0,3,7,0,0,3,3,610,3,3,2,100,18,201000
70,9100,0,5,1965,1965,0,2,85,3,1,4,338,121,925,4,1,925,0,925,0,1,0,2,5,0,0,1,1,429,3,3,2,0,0,117500
84,11670,1,9,2006,2006,302,4,105,4,1,1,0,1905,1905,4,1,1905,0,1905,0,2,0,4,8,1,4,3,3,788,3,3,2,0,191,320000
63,8487,0,7,2004,2004,210,3,95,3,3,6,20,1480,1500,4,1,1500,0,1500,0,2,0,3,6,0,0,2,2,570,3,3,2,192,36,190000
313,27650,2,7,1960,2007,0,2,95,3,4,6,425,160,585,4,1,2069,0,2069,1,2,0,3,9,1,4,2,2,505,3,3,2,0,0,242000
52,5825,1,4,1926,1953,108,2,75,3,2,1,0,600,600,3,1,747,0,747,0,1,0,2,5,0,0,1,2,528,3,3,2,0,0,79900
67,10083,0,7,2003,2003,0,3,95,3,1,6,833,343,1176,4,1,1200,0,1200,1,2,0,3,5,0,0,2,2,555,3,3,2,0,41,184900
75,9675,0,7,2005,2005,0,3,95,3,2,6,341,772,1113,4,1,1113,858,1971,0,2,1,3,8,1,4,2,2,689,3,3,2,0,48,253000
73,8760,0,7,2006,2006,0,3,95,4,2,6,464,927,1391,4,1,1391,571,1962,0,2,1,3,7,0,0,2,3,868,3,3,2,0,90,239799
0,24090,0,7,1940,1950,0,2,85,3,2,1,0,1032,1032,4,1,1207,1196,2403,0,2,0,2,10,2,3,1,1,349,3,3,2,56,0,244400
55,12640,1,6,1976,1976,0,2,85,3,4,3,936,396,1728,2,1,1728,0,1728,0,2,0,2,8,0,0,1,2,574,3,3,2,40,0,150900
0,8755,1,7,1999,1999,298,3,95,3,1,5,772,220,992,4,1,1022,1038,2060,1,2,1,3,8,1,3,2,2,390,3,3,2,0,0,214000
42,7711,1,4,1977,1977,0,2,95,3,4,6,1440,0,1440,2,1,1440,0,1440,2,2,0,2,8,0,0,0,0,0,0,0,0,321,0,150000
100,25000,0,5,1967,1967,0,2,85,3,3,1,0,1632,1632,2,1,1632,0,1632,0,2,0,2,8,0,0,1,2,576,3,3,1,0,0,143000
0,14375,1,6,1958,1958,541,2,85,3,1,6,111,354,819,3,1,1344,0,1344,0,1,0,3,7,1,4,2,2,525,3,3,2,0,118,137500
98,8820,0,5,1890,1996,0,2,85,3,1,2,1088,0,1088,2,1,1188,561,1869,0,1,0,2,7,0,0,1,2,456,3,3,2,48,0,124900
70,8163,0,5,1959,1959,128,2,85,3,3,5,748,102,1144,2,1,1144,0,1144,1,1,0,2,6,1,3,2,1,796,3,3,2,86,0,143000
85,14536,0,8,2002,2003,236,3,95,3,3,6,1300,316,1616,4,1,1629,0,1629,1,2,0,3,9,1,4,3,3,808,3,3,2,0,252,270000
65,14006,1,7,2002,2002,144,3,95,3,0,1,0,936,936,4,1,936,840,1776,0,2,1,3,7,1,3,2,2,474,3,3,2,144,96,192500
78,9360,0,6,1972,2006,0,2,85,3,1,5,982,179,1161,2,1,1381,0,1381,1,1,1,3,5,1,3,2,2,676,3,3,2,0,0,197500
60,7200,0,5,1950,2002,0,2,85,3,1,5,398,317,864,3,1,864,0,864,1,1,0,3,5,0,0,2,2,720,3,3,2,194,0,129000
60,7800,0,5,1965,1965,0,2,85,3,1,4,641,187,828,3,1,965,0,965,1,1,0,2,6,0,0,1,1,300,3,3,2,421,0,119900
60,7200,0,5,1972,2003,0,2,95,3,3,6,660,108,768,3,1,768,0,768,0,1,0,2,5,0,0,3,1,396,3,3,2,192,0,133900
0,11075,1,5,1969,1969,232,2,85,3,3,5,562,29,784,4,1,1168,800,1968,0,2,1,2,7,1,1,2,2,530,3,3,2,305,189,172000
35,9400,1,6,1975,1975,250,2,95,4,4,6,945,0,945,2,1,980,0,980,0,2,0,2,4,0,0,0,0,0,0,0,2,0,0,127500
82,7136,1,6,1946,1950,423,2,95,3,1,3,484,495,979,2,0,979,979,1958,0,2,0,2,8,0,0,1,2,492,3,3,2,0,0,145000
24,1300,0,6,1980,1980,0,2,95,3,1,5,285,276,561,2,1,561,668,1229,0,1,1,2,5,1,3,3,2,462,3,3,2,150,0,124000
70,7420,0,5,1962,1962,0,2,85,3,1,3,417,640,1057,2,1,1057,0,1057,0,1,0,2,6,0,0,3,2,576,3,3,2,0,0,132000
65,8450,0,7,2003,2003,0,3,95,3,2,6,699,638,1337,4,1,1337,0,1337,1,2,0,3,6,0,0,2,2,531,3,3,2,0,39,185000
24,2572,0,7,1999,1999,0,3,95,3,1,5,604,92,696,4,1,696,720,1416,1,2,1,3,6,0,0,1,2,484,3,3,2,0,44,155000
50,7207,1,5,1958,2008,0,2,85,3,4,4,696,162,858,3,1,858,0,858,1,1,0,2,4,0,0,0,0,0,0,0,2,117,0,116500
0,12227,1,6,1977,1995,424,2,95,4,1,5,896,434,1330,2,1,1542,1330,2872,1,2,1,2,11,1,3,3,2,619,3,3,2,550,282,272000
24,2308,0,6,1976,1976,0,2,95,3,1,5,556,248,804,2,1,804,744,1548,1,2,1,3,7,1,3,1,2,440,3,3,2,48,0,155000
122,11923,1,9,2007,2007,0,3,105,3,1,1,0,1800,1800,4,1,1800,0,1800,0,2,0,4,7,0,0,3,2,702,3,3,2,288,136,239000
80,11316,0,7,2002,2003,44,3,95,3,1,6,624,193,817,4,1,824,1070,1894,1,2,1,3,8,1,4,3,2,510,3,3,2,0,40,214900
65,10237,0,6,2005,2007,0,3,95,3,1,1,0,783,783,4,1,783,701,1484,0,2,1,3,8,1,4,3,2,393,3,3,2,0,72,178900
130,9600,1,5,1940,1950,0,3,85,2,1,3,428,300,728,4,1,976,332,1308,1,1,1,2,7,2,3,1,1,256,3,3,2,0,70,160000
0,7390,1,5,1955,1955,151,2,85,3,1,5,902,196,1098,2,1,1098,0,1098,1,1,0,2,6,0,0,1,1,260,3,3,2,0,0,135000
50,5925,0,3,1910,1950,0,2,85,3,1,1,0,600,600,1,0,600,368,968,0,1,0,2,6,0,0,0,0,0,0,0,2,0,0,37900
75,10382,0,6,1958,1958,105,2,85,3,4,5,513,75,588,2,1,1095,0,1095,1,1,0,2,6,0,0,2,1,264,3,3,2,0,0,140000
60,10800,0,4,1949,1950,0,2,85,3,1,1,0,720,720,2,0,720,472,1192,0,1,1,2,6,0,0,0,0,0,0,0,2,0,0,135000
36,2268,0,7,2003,2004,106,3,95,3,1,6,567,197,764,4,1,764,862,1626,0,2,0,3,6,0,0,2,2,474,3,3,2,0,27,173000
55,7892,0,6,1979,1979,0,2,95,3,1,1,0,918,918,2,1,918,0,918,0,2,0,2,5,1,3,1,1,264,3,3,2,28,0,99500
95,11639,0,7,2007,2008,0,3,95,3,1,1,0,1428,1428,4,1,1428,0,1428,0,2,0,3,6,0,0,3,2,480,3,3,2,0,120,182000
60,11414,1,7,1910,1993,0,2,95,3,1,1,0,728,728,2,0,1136,883,2019,0,1,0,3,8,0,0,1,2,532,3,3,2,509,135,167500
0,2651,0,7,2000,2000,0,3,95,3,1,6,641,32,673,4,1,673,709,1382,1,2,1,3,6,0,0,1,2,490,3,3,2,153,50,165000
51,5900,1,4,1923,1958,0,2,95,3,1,1,0,440,440,2,1,869,0,869,0,1,0,1,4,0,0,0,0,0,0,0,2,0,0,85500
35,4274,1,7,2006,2007,0,3,95,3,1,6,1106,135,1241,4,1,1241,0,1241,1,1,1,3,4,0,0,3,2,569,3,3,2,0,116,199900
68,9450,0,4,1954,1954,0,2,85,3,1,2,552,342,894,4,1,894,0,894,0,1,0,2,5,0,0,1,2,400,3,3,2,0,0,110000
80,8816,0,5,1963,1963,0,2,85,3,1,3,651,470,1121,2,1,1121,0,1121,1,1,0,2,5,0,0,1,2,480,3,3,2,0,80,139000
0,12122,1,7,1961,2007,210,4,85,3,3,5,867,77,944,3,1,999,0,999,1,1,0,4,6,0,0,2,2,588,3,3,2,144,76,178400
98,12203,1,8,1998,1999,975,3,95,3,1,6,854,371,1225,4,1,1276,1336,2612,1,2,1,3,8,1,3,3,3,676,3,3,2,250,0,336000
43,3182,0,7,2007,2007,16,3,95,3,3,1,0,1266,1266,4,1,1266,0,1266,0,2,0,3,6,1,4,3,2,388,3,3,2,100,16,159895
0,11250,0,8,2002,2002,0,3,95,3,2,1,0,1128,1128,4,1,1149,1141,2290,0,2,1,3,9,1,4,1,2,779,3,3,2,0,0,255900
75,10125,0,5,1977,1977,0,2,0,0,0,0,0,0,0,2,1,1302,432,1734,0,2,0,3,8,0,0,1,2,539,3,3,2,0,0,126000
68,10880,0,5,1950,1950,0,2,85,3,1,5,1040,124,1164,2,0,1164,0,1164,1,1,0,2,5,0,0,1,1,240,3,3,2,0,48,125000
59,5310,0,6,1910,2003,0,2,85,2,1,1,0,485,485,3,1,1001,634,1635,0,1,0,3,5,0,0,1,1,255,2,3,2,394,0,117000
83,10159,1,9,2009,2010,450,4,105,3,3,6,1646,284,1930,4,1,1940,0,1940,1,2,1,4,8,1,4,3,3,606,3,3,2,168,95,395192
0,12046,1,6,1976,1976,298,2,85,3,1,2,156,692,848,2,1,1118,912,2030,0,2,1,3,8,1,3,3,2,551,3,3,2,0,224,195000
65,8125,0,7,2006,2006,0,3,95,4,1,1,0,770,770,4,1,778,798,1576,0,2,1,3,6,0,0,2,2,614,3,3,2,0,50,197000
82,9452,0,8,1997,1998,423,3,95,3,1,6,1074,322,1396,4,1,1407,985,2392,1,2,1,3,7,1,3,3,3,870,3,3,2,0,70,348000
121,17671,0,8,1882,1986,0,3,85,3,1,4,216,700,916,3,1,916,826,1742,0,1,1,3,8,1,4,1,2,424,3,3,1,0,169,168000
80,9760,0,6,1964,1993,340,2,85,3,4,4,536,169,822,3,1,1020,831,1851,0,2,1,3,7,1,2,2,2,440,3,3,2,239,42,187000
68,8846,0,6,2005,2006,0,2,95,3,1,1,0,750,750,4,1,750,750,1500,0,2,1,3,6,0,0,2,2,564,3,3,2,0,35,173900
96,12456,0,10,2006,2007,230,4,105,3,4,6,1172,528,1700,4,1,1718,0,1718,1,2,0,4,7,1,4,3,3,786,3,3,2,216,48,337500
51,4712,1,4,1946,1950,0,2,85,3,1,5,384,363,747,2,1,774,456,1230,1,1,1,2,5,0,0,1,1,305,3,3,2,0,57,121600
0,10659,1,5,1961,1961,0,2,85,3,1,3,915,135,1050,2,1,1050,0,1050,1,1,0,2,6,0,0,1,1,368,3,3,2,0,319,136500
0,11717,1,6,1970,1970,571,2,85,3,1,1,0,1442,1442,2,1,1442,0,1442,0,2,0,2,6,1,3,2,2,615,3,3,2,371,0,185000
60,9786,0,3,1922,1950,0,2,85,2,1,1,0,1007,1007,1,0,1077,0,1077,0,1,0,2,6,1,4,1,1,210,3,2,1,0,100,91000
64,6762,0,7,2006,2006,24,3,95,3,3,6,686,501,1187,4,1,1208,0,1208,1,2,0,3,6,0,0,2,2,632,3,3,2,105,61,206000
74,10206,0,3,1952,1952,0,2,0,0,0,0,0,0,0,1,0,944,0,944,0,1,0,1,4,0,0,1,2,528,3,2,2,0,0,82000
60,5400,0,5,1920,1950,0,2,75,3,1,1,0,691,691,4,1,691,0,691,0,1,0,4,4,0,0,1,1,216,2,3,0,0,20,86000
75,11957,1,8,2006,2006,53,3,95,3,1,6,24,1550,1574,4,1,1574,0,1574,0,2,0,3,7,1,4,2,3,824,3,3,2,144,104,232000
0,11500,1,5,1976,1976,164,2,85,3,1,1,0,1680,1680,1,1,1680,0,1680,0,2,0,2,8,0,0,1,2,528,3,3,2,0,0,136905
43,3182,0,7,2005,2006,16,3,95,3,1,6,16,1330,1346,4,1,1504,0,1504,0,2,0,3,7,1,4,3,2,457,3,3,2,156,0,181000
65,8385,0,5,1977,1977,220,3,95,4,3,6,595,390,985,2,1,985,0,985,0,2,0,2,6,0,0,1,1,328,3,3,2,210,0,149900
0,12155,3,6,1970,1970,0,2,95,3,1,2,1237,420,1657,3,1,1657,0,1657,0,2,0,2,7,1,3,1,2,484,3,3,2,0,0,163500
21,2217,0,4,1970,1970,0,2,85,3,1,4,273,0,546,2,1,546,546,1092,0,1,1,2,6,0,0,2,1,286,3,3,2,238,0,88000
43,12118,1,7,2004,2005,108,3,105,3,2,1,0,1710,1710,4,1,1710,0,1710,0,2,0,3,7,1,4,3,2,550,3,3,2,100,48,240000
60,6000,0,5,1926,1950,0,2,85,3,1,1,0,1008,1008,4,1,1008,0,1522,0,2,0,2,7,0,0,0,0,0,0,0,1,0,0,102000
115,21286,0,5,1948,1950,0,2,85,3,1,1,0,720,720,2,1,720,551,1271,0,2,0,2,7,1,4,1,1,312,3,3,2,0,0,135000
75,9825,0,5,1965,1965,0,2,0,0,0,0,0,0,0,2,0,1664,0,1664,0,2,0,2,8,0,0,0,0,0,0,0,2,0,0,100000
55,10592,0,6,1923,1996,0,2,85,2,1,1,0,602,602,2,1,900,602,1502,0,1,1,3,7,2,3,1,1,180,3,3,2,96,0,165000
60,7200,0,5,1910,2006,0,2,85,3,1,5,247,310,1022,2,0,1022,0,1022,1,1,0,2,4,0,0,1,1,280,3,3,2,0,30,85000
60,11664,0,6,1948,1950,206,2,85,2,1,4,336,746,1082,2,1,1082,0,1082,0,1,0,2,5,1,4,1,1,240,3,3,2,0,130,119200
70,8400,0,8,2001,2001,0,3,95,3,1,6,643,167,810,4,1,810,855,1665,1,2,1,3,6,0,0,3,2,528,3,3,2,0,45,227000
73,11883,0,7,1996,1996,196,3,95,3,4,6,690,814,1504,4,1,1504,0,1504,1,2,0,3,6,1,3,3,2,478,3,3,2,115,66,203000
0,5814,1,8,1984,1984,0,3,95,3,3,6,1036,184,1220,3,1,1360,0,1360,1,1,0,3,4,1,5,2,2,565,3,3,2,63,0,187500
0,10784,1,7,1991,1992,76,3,95,3,1,1,0,384,384,3,1,802,670,1472,0,2,1,3,7,1,3,2,2,402,3,3,2,164,0,160000
43,3013,0,7,2005,2005,145,3,95,3,4,6,16,1346,1362,4,1,1506,0,1506,0,2,0,3,6,1,4,3,2,440,3,3,2,142,20,213490
60,7024,0,4,2005,2005,0,2,95,3,1,6,1024,108,1132,4,1,1132,0,1132,1,1,1,3,5,0,0,3,2,451,3,3,2,252,64,176000
64,7406,0,7,2006,2006,84,3,95,3,3,6,684,515,1199,4,1,1220,0,1220,1,2,0,3,6,0,0,2,2,632,3,3,2,105,54,194000
52,9439,0,5,1930,1950,0,2,85,3,1,2,324,588,912,3,1,912,336,1248,0,1,0,2,6,0,0,1,1,160,2,2,2,0,0,87000
43,3182,0,7,2005,2006,14,3,95,4,1,6,16,1330,1346,4,1,1504,0,1504,0,2,0,3,7,1,4,3,2,437,3,3,2,156,20,191000
0,15498,1,8,1976,1976,0,3,95,3,3,5,1165,0,1565,2,1,2898,0,2898,1,2,0,3,10,1,4,3,2,665,3,3,2,0,72,287000
70,7700,0,5,1972,1972,0,2,85,3,1,2,138,276,882,2,1,882,0,882,1,1,0,2,5,0,0,1,2,461,3,3,2,96,0,112500
73,9300,0,5,1960,1960,324,2,85,3,1,3,697,571,1268,2,1,1264,0,1264,1,1,0,2,6,2,4,1,2,461,3,3,2,0,0,167500
71,9520,1,8,2007,2008,338,3,95,3,4,6,1513,125,1638,4,1,1646,0,1646,1,2,0,3,7,1,4,2,3,800,3,3,2,192,44,293077
79,9492,0,5,1941,1950,0,2,85,3,1,3,368,359,768,2,1,968,408,1376,1,1,0,2,6,1,4,1,1,240,3,3,2,0,0,105000
21,1680,0,6,1972,1972,281,2,85,3,1,4,317,355,672,3,1,672,546,1218,0,1,1,2,7,0,0,1,1,264,3,3,2,0,28,118000
0,7082,0,5,1916,1995,0,2,85,3,2,1,0,686,686,3,1,948,980,1928,0,2,0,2,10,0,0,0,0,0,0,0,0,0,0,160000
102,15863,0,7,1920,1970,0,2,85,3,1,6,523,301,824,4,1,1687,998,3082,1,2,1,2,12,2,3,3,2,672,3,3,2,136,63,197000
0,14541,1,8,1993,1993,0,3,95,4,1,6,1012,326,1338,4,1,1352,1168,2520,1,2,1,3,10,1,3,2,3,796,3,3,2,209,55,310000
0,8125,0,7,2002,2002,295,3,95,3,1,6,986,668,1654,4,1,1654,0,1654,1,2,0,3,6,0,0,1,3,900,3,3,2,0,136,230000
50,6305,0,5,1938,1950,0,2,75,2,1,1,0,920,920,4,1,954,0,954,0,1,0,1,5,1,4,1,1,240,2,3,2,0,0,119750
0,11500,1,4,1957,1957,0,2,0,0,0,0,0,0,0,4,0,845,0,845,0,1,0,2,5,0,0,1,1,290,3,3,0,186,0,84000
89,12898,1,9,2007,2008,70,3,105,3,4,6,1022,598,1620,4,1,1620,0,1620,1,2,0,4,6,1,5,3,3,912,3,3,2,228,0,315500
0,9240,0,8,2001,2002,396,3,95,3,1,1,0,1055,1055,4,1,1055,1208,2263,0,2,1,3,7,1,3,3,2,905,3,3,2,0,45,287000
21,1533,0,4,1970,2008,0,2,85,3,1,1,0,546,546,2,1,798,546,1344,0,1,1,2,6,1,3,0,0,0,0,0,2,0,0,97000
21,1477,0,4,1970,1970,0,2,95,3,3,6,509,121,630,2,1,630,0,630,1,1,0,2,3,0,0,1,1,286,3,3,2,0,0,80000
88,13125,0,5,1957,2000,67,2,85,3,1,3,168,284,1134,4,1,1803,0,1803,1,2,0,2,8,1,3,2,2,484,3,3,2,0,0,155000
0,9130,0,6,1966,2000,252,2,85,3,1,6,400,336,800,3,1,800,832,1632,0,1,1,3,7,0,0,1,2,484,3,3,2,0,40,173000
34,5381,1,6,2005,2005,135,3,95,3,3,5,900,406,1306,4,1,1306,0,1306,1,2,0,3,5,1,4,2,2,624,3,3,2,170,63,196000
86,11839,0,7,1990,1990,99,2,95,3,1,6,1085,390,1475,4,1,1532,797,2329,1,2,1,3,10,1,5,1,2,514,3,3,2,192,121,262280
80,9600,0,8,1981,1981,0,3,95,3,1,5,1104,1420,2524,2,1,2524,0,2524,1,2,1,3,9,1,4,3,2,542,3,3,2,474,120,278000
0,13680,1,3,1955,1955,0,2,0,0,0,0,0,0,0,4,1,1733,0,1733,0,2,0,2,8,1,4,1,2,452,3,3,2,0,0,139600
